unit,unit_name,lesson,scene_idx,scene_id,scene_title,opener_jp,opener_zh,speaker,abc_guide,a_jp,a_zh,a_note,b_jp,b_zh,b_note,c_jp,c_zh,c_note
1,第1单元,4,9,l4_dlg_9,部屋の様子,テレビは どこに ありますか。,电视在哪儿？,李,「部屋の様子」（房间的样子）· 存在 · あります/います · 李应答。A＝课文「テレビは 机の 前の 壁に かか…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,テレビは 机の 前の 壁に かかっています。,电视挂在桌子前面的墙上。,A 标准答（李）：「部屋の様子」· 课文：かかっています（挂着）。标准答用 A。,壁に かかっています。机の 前です。,挂在墙上。在桌子前面。,B 拆两句：先位置后补充；口述轻松时用。,机の 前の 壁に テレビが かかって います。,桌子前面的墙上挂着电视。,C 主语「テレビが」：叙述更完整时用。
1,第1单元,4,10,l4_dlg_10,部屋の様子,テレビは 机の 前の 壁に かかっています。,电视挂在桌子前面的墙上。,小野,「部屋の様子」（房间的样子）· 存在 · あります/います · 小野应答。A＝课文「そうですか。猫は いますか。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,そうですか。猫は いますか。,是吗。有猫吗？,A 标准答（小野）：「部屋の様子」· 课文：そうですか＋いますか（有生命）。用 A。,猫は いますか。,有猫吗？,B 省略「そうですか」：直接换话题问时用。,なるほど。ペットは いますか。,原来如此。有宠物吗？,C 用「ペット」：泛指宠物、语气更宽时用。
1,第1单元,4,11,l4_dlg_11,部屋の様子,そうですか。猫は いますか。,是吗。有猫吗？,李,「部屋の様子」（房间的样子）· 存在 · あります/います · 李应答。A＝课文「いいえ、猫は いません。でも、庭…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,いいえ、猫は いません。でも、庭に 小鳥が います。,没有猫。不过院子里有小鸟。,A 标准答（李）：「部屋の様子」· 课文：いいえ＋いません＋でも。标准答用 A。,猫は いません。庭に 鳥が います。,没有猫。院里有鸟。,B 更短：省略「でも」「小」；快速回答时用。,いいえ、猫は 飼っていません。庭には 小鳥が いますよ。,没有，没养猫。院子里有小鸟哦。,C 「飼っていません」：强调「没养」、说明更细时用。
1,第1单元,4,12,l4_dlg_12,部屋の様子,いいえ、猫は いません。でも、庭に 小鳥が います。,没有猫。不过院子里有小鸟。,小野,「部屋の様子」（房间的样子）· 存在 · あります/います · 小野应答。A＝课文「いい 部屋ですね。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,いい 部屋ですね。,房间不错啊。,A 标准答（小野）：「部屋の様子」· いい部屋ですね。结束参观用 A。,素敵な 部屋ですね。,房间很棒呢。,B 换「素敵」：同样称赞、词汇变体。,とても いい 部屋ですね。広くて 明るいです。,房间非常好呢。又宽敞又明亮。,C 多加形容：想具体夸、热情回应时用。
2,第2单元,5,1,l5_dlg_1,朝の習慣,森さん、毎朝何時に起きますか。,森先生，每天早上几点起床？,森,「朝の習慣」· 朝の習慣 · 时间表达 · 森应答。A＝课文「６時半に起きます。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,６時半に起きます。,6点半起床。,A 标准答（森）：「朝の習慣」· 朝の習慣 · 时间表达；与教材会話一致.,６時半に起きるよ。,6点半起床。,B 口语体：です→だよ/るよ，轻松场合用（森，非错答）.,６時半に起きますね。,6点半起床。,C 语气更软：句末「ね」等，缓和确认时用（森，非错答）.
2,第2单元,5,2,l5_dlg_2,朝の習慣,６時半に起きます。,6点半起床。,小野,「朝の習慣」· 朝の習慣 · 时间表达 · 小野应答。A＝课文「じゃあ、朝ごはんは？」；B＝同场景口语/缩短；C＝更礼貌或郑重。,じゃあ、朝ごはんは？,那么，早饭呢？,A 标准答（小野）：「朝の習慣」· 朝の習慣 · 时间表达；与教材会話一致.,朝ごはんは？,那么，早饭呢？,B 更短：省略前半或应答词，同事间接上文时用（小野，可沟通）.,じゃあ、朝ごはんはでしょうか。,那么，早饭呢？,C 更礼貌：对上级/客户或正式场合可选（小野，非错答）.
2,第2单元,5,3,l5_dlg_3,朝の習慣,じゃあ、朝ごはんは？,那么，早饭呢？,森,「朝の習慣」· 朝の習慣 · 时间表达 · 森应答。A＝课文「いつも７時に食べます。それから、７時…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,いつも７時に食べます。それから、７時半に家を出ます。,总是7点吃。然后7点半出门。,A 标准答（森）：「朝の習慣」· 朝の習慣 · 时间表达；与教材会話一致.,それから、７時半に家を出ます。,然后7点半出门。,B 更短：省略前半或应答词，同事间接上文时用（森，可沟通）.,いつも７時に食べます。それから、７時半に家を出ますね。,总是7点吃。然后7点半出门。,C 语气更软：句末「ね」等，缓和确认时用（森，非错答）.
2,第2单元,5,4,l5_dlg_4,朝の習慣,いつも７時に食べます。それから、７時半に家を出ます。,总是7点吃。然后7点半出门。,小野,「朝の習慣」· 朝の習慣 · 时间表达 · 小野应答。A＝课文「会社には何時に着きますか。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,会社には何時に着きますか。,几点到公司？,A 标准答（小野）：「朝の習慣」· 朝の習慣 · 时间表达；与教材会話一致.,会社には何時に着きる？,几点到公司？,B 更短：省略前半或应答词，同事间接上文时用（小野，可沟通）.,会社には何時に着きますでしょうか。,几点到公司？,C 更礼貌：对上级/客户或正式场合可选（小野，非错答）.
2,第2单元,5,5,l5_dlg_5,朝の習慣,会社には何時に着きますか。,几点到公司？,森,「朝の習慣」· 朝の習慣 · 时间表达 · 森应答。A＝课文「８時ごろです。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,８時ごろです。,8点左右。,A 标准答（森）：「朝の習慣」· 朝の習慣 · 时间表达；与教材会話一致.,８時ごろだよ。,8点左右。,B 口语体：です→だよ/るよ，轻松场合用（森，非错答）.,８時ごろでございます。,8点左右。,C 更礼貌：对上级/客户或正式场合可选（森，非错答）.
2,第2单元,5,6,l5_dlg_6,朝の習慣,８時ごろです。,8点左右。,小野,「朝の習慣」· 朝の習慣 · 时间表达 · 小野应答。A＝课文「李さんは？」；B＝同场景口语/缩短；C＝更礼貌或郑重。,李さんは？,小李呢？,A 标准答（小野）：「朝の習慣」· 朝の習慣 · 时间表达；与教材会話一致.,ええ、李さんは？,小李呢？,B 同场景变体：节奏快、信息略减（小野，可沟通）.,李さんはでしょうか。,小李呢？,C 更礼貌：对上级/客户或正式场合可选（小野，非错答）.
2,第2单元,5,7,l5_dlg_7,朝の習慣,李さんは？,小李呢？,李,「朝の習慣」· 朝の習慣 · 时间表达 · 李应答。A＝课文「私は６時に起きます。そして、朝ごはん…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,私は６時に起きます。そして、朝ごはんを食べて、７時に家を出ます。,我6点起床。然后吃早饭，7点出门。,A 标准答（李）：「朝の習慣」· 朝の習慣 · 时间表达；与教材会話一致.,そして、朝ごはんを食べて、７時に家を出ます。,然后吃早饭，7点出门。,B 更短：省略前半或应答词，同事间接上文时用（李，可沟通）.,私は６時に起きます。そして、朝ごはんを食べて、７時に家を出ますね。,我6点起床。然后吃早饭，7点出门。,C 语气更软：句末「ね」等，缓和确认时用（李，非错答）.
2,第2单元,5,8,l5_dlg_8,朝の習慣,私は６時に起きます。そして、朝ごはんを食べて、７時に家を出ます。,我6点起床。然后吃早饭，7点出门。,小野,「朝の習慣」· 朝の習慣 · 时间表达 · 小野应答。A＝课文「早いですね。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,早いですね。,真早啊。,A 标准答（小野）：「朝の習慣」· 朝の習慣 · 时间表达；与教材会話一致.,ええ、早いですね。,真早啊。,B 同场景变体：节奏快、信息略减（小野，可沟通）.,早いですねね。,真早啊。,C 语气更软：句末「ね」等，缓和确认时用（小野，非错答）.
2,第2单元,5,9,l5_dlg_9,朝の習慣,早いですね。,真早啊。,李,「朝の習慣」· 朝の習慣 · 时间表达 · 李应答。A＝课文「いいえ、森さんも早いですよ。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,いいえ、森さんも早いですよ。,不，森先生您也很早啊。,A 标准答（李）：「朝の習慣」· 朝の習慣 · 时间表达；与教材会話一致.,森さんも早いですよ。,不，森先生您也很早啊。,B 更短：省略前半或应答词，同事间接上文时用（李，可沟通）.,いいえ、森さんも早いですます。,不，森先生您也很早啊。,C 语气更软：句末「ね」等，缓和确认时用（李，非错答）.
2,第2单元,5,10,l5_dlg_10,朝の習慣,いいえ、森さんも早いですよ。,不，森先生您也很早啊。,森,「朝の習慣」· 朝の習慣 · 时间表达 · 森应答。A＝课文「李さんは昨夜何時に寝ましたか。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,李さんは昨夜何時に寝ましたか。,小李昨晚几点睡的？,A 标准答（森）：「朝の習慣」· 朝の習慣 · 时间表达；与教材会話一致.,ええ、李さんは昨夜何時に寝ましたか。,小李昨晚几点睡的？,B 同场景变体：节奏快、信息略减（森，可沟通）.,李さんは昨夜何時に寝ましたかね。,小李昨晚几点睡的？,C 语气更软：句末「ね」等，缓和确认时用（森，非错答）.
2,第2单元,5,11,l5_dlg_11,朝の習慣,李さんは昨夜何時に寝ましたか。,小李昨晚几点睡的？,李,「朝の習慣」· 朝の習慣 · 时间表达 · 李应答。A＝课文「１１時半に寝ました。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,１１時半に寝ました。,11点半睡的。,A 标准答（李）：「朝の習慣」· 朝の習慣 · 时间表达；与教材会話一致.,ええ、１１時半に寝ました。,11点半睡的。,B 同场景变体：节奏快、信息略减（李，可沟通）.,１１時半に寝ましたね。,11点半睡的。,C 语气更软：句末「ね」等，缓和确认时用（李，非错答）.
